station,catchment-no,district,latitude,longitude
amet-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
vallabh nagar-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
mavli-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
lasadiya-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
deogarh-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
bhim-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
phalasiya-udaipur,,udaipur,,
kotra-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
salumber-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
sarara-udaipur,,udaipur,"240 14"" N","750 57"" E"
kherwara-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
rajsamand-udaipur,,udaipur,"240 07"" N","730 43"" E"
jaisamand *-udaipur,,udaipur,"240 50"" N","730 50"" E"
naglia *-udaipur,,udaipur,"240 17"" N","730 43"" E"
bagolia tank *-udaipur,,udaipur,,
kamli *-udaipur,,udaipur,"240 47"" N","730 49"" E"
ghasa *-udaipur,,udaipur,"240 42"" N","730 54"" E"
kewara *-udaipur,,udaipur,"240 36"" N","740 08"" E"
rakhabdev *-udaipur,,udaipur,,
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
kotra cantt (a)-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
jhadol (a)-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
tarpal (a)-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
udaipur  (girava)-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
gogunda-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
nathdwara-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
railmagra-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
kumbhalgarh-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
amet-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
vallabh nagar-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
mavli-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
lasadiya-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
deogarh-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
bhim-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
phalasiya-udaipur,,udaipur,,
kotra-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
salumber-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
sarara-udaipur,,udaipur,"240 14"" N","750 57"" E"
kherwara-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
rajsamand-udaipur,,udaipur,"240 07"" N","730 43"" E"
jaisamand *-udaipur,,udaipur,"240 50"" N","730 50"" E"
naglia *-udaipur,,udaipur,"240 17"" N","730 43"" E"
bagolia tank *-udaipur,,udaipur,,
kamli *-udaipur,,udaipur,"240 47"" N","730 49"" E"
ghasa *-udaipur,,udaipur,"240 42"" N","730 54"" E"
kewara *-udaipur,,udaipur,"240 36"" N","740 08"" E"
rakhabdev *-udaipur,,udaipur,,
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
kotra (a)-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
tarpal (a)-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
udaipur-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
gogunda-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
nathdwara-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
railmagara-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
khumbhalgarh-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
amet-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
vallabh nagar-udaipur,106.0,udaipur,,
mavli-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
bhopal sagar-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
lasadiya-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
deogarh-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
bhim-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
kotra-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
salumber-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
sarara-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
kherwara-udaipur,106.0,udaipur,,
phalasiya-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
rajsamand-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
jaisamand-udaipur,106.0,udaipur,,
naglia-udaipur,406.0,udaipur,"240 38"" N","730 42"" E"
bagolia-udaipur,106.0,udaipur,,
kewara-udaipur,106.0,udaipur,,
kamli-udaipur,106.0,udaipur,,
ghasa-udaipur,,udaipur,"240 50"" N","730 50"" E"
kanor-udaipur,106.0,udaipur,,
rakhabdev *-udaipur,106.0,udaipur,,
vana-udaipur,106.0,udaipur,,
kurabar *-udaipur,106.0,udaipur,,
karawara-udaipur,106.0,udaipur,,
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
kotra cantt (a)-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
jhadol (a)-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
tarpal (a)-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
udaipur-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
sarara-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
bhim-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
kherwara-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
kumbhalgarh-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
amet-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
deogarh-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
vallabh nagar-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
mavli-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
lasadiya-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
salumber-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
phalasiya-udaipur,,udaipur,,
kotra-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
gogunda-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
railmagra-udaipur,,udaipur,"240 14"" N","750 57"" E"
nathdwara-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
rajsamand-udaipur,,udaipur,"240 07"" N","730 43"" E"
naglia *-udaipur,,udaipur,"240 50"" N","730 50"" E"
bagolia *-udaipur,,udaipur,"240 17"" N","730 43"" E"
kewara *-udaipur,,udaipur,,
kamli *-udaipur,,udaipur,"240 47"" N","730 49"" E"
ghasa *-udaipur,,udaipur,"240 42"" N","730 54"" E"
karawara *-udaipur,,udaipur,"240 36"" N","740 08"" E"
kanor *-udaipur,,udaipur,,
rakhabdev *-udaipur,,udaipur,,
vana *-udaipur,,udaipur,,
kurabar *-udaipur,,udaipur,,
babalwara *-udaipur,,udaipur,,
som *-udaipur,,udaipur,,
paduna *-udaipur,,udaipur,,
namana *-udaipur,,udaipur,,
chandra bhaga *-udaipur,,udaipur,,
bharai *-udaipur,,udaipur,,
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
kotra (a)-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
jadol (a)-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
tarpal (a)-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
udaipur-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
sarara-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
bhim-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
kherwara-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
kumbhalgarh-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
amet-udaipur,106.0,udaipur,,
devgarh-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
vallabh nagar-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
mavli-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
lasadiya-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
salumber-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
phalasiya-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
kotra-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
gogunda-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
rail magra-udaipur,106.0,udaipur,,
nathdwara-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
rajsamand-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
nagliya-udaipur,106.0,udaipur,,
bagoliya-udaipur,406.0,udaipur,"240 38"" N","730 42"" E"
kewara-udaipur,106.0,udaipur,,
kamli-udaipur,106.0,udaipur,,
ghasa-udaipur,106.0,udaipur,,
karawara-udaipur,,udaipur,"240 50"" N","730 50"" E"
kanor-udaipur,106.0,udaipur,,
rakhabdev *-udaipur,106.0,udaipur,,
vana-udaipur,106.0,udaipur,,
kurabar *-udaipur,106.0,udaipur,,
babalwara-udaipur,106.0,udaipur,,
som-udaipur,106.0,udaipur,,
paduna-udaipur,106.0,udaipur,,
namana-udaipur,106.0,udaipur,,
chandrabhaga-udaipur,106.0,udaipur,,
bharai-udaipur,106.0,udaipur,,
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
kotra (a)-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
jadol (a)-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
tarpal (a)-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
udaipur-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
sarara-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
bhim-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
kherwara-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
kumbhalgarh-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
amet-udaipur,106.0,udaipur,,
devgarh-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
vallabh nagar-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
mavli-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
bhopal sagar-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
lasadiya-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
salumber-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
phalasiya-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
kotra-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
gogunda-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
rail magra-udaipur,106.0,udaipur,,
nathdwara-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
rajsamand-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
udaipur *-udaipur,106.0,udaipur,,
jaisamand *-udaipur,106.0,udaipur,,
nagliya *-udaipur,106.0,udaipur,,
achnera *-udaipur,106.0,udaipur,,
bagoliya *-udaipur,406.0,udaipur,"240 38"" N","730 42"" E"
kewara *-udaipur,106.0,udaipur,,
kamli *-udaipur,106.0,udaipur,,
ghasa *-udaipur,106.0,udaipur,,
karawara *-udaipur,,udaipur,"240 50"" N","730 50"" E"
rakhabdev *-udaipur,106.0,udaipur,,
kanor *-udaipur,106.0,udaipur,,
vana-udaipur,106.0,udaipur,,
kurabar *-udaipur,106.0,udaipur,,
babalwara-udaipur,106.0,udaipur,,
som *-udaipur,106.0,udaipur,,
paduna *-udaipur,106.0,udaipur,,
namana *-udaipur,106.0,udaipur,,
chandrabhaga *-udaipur,106.0,udaipur,,
bharai *-udaipur,106.0,udaipur,,
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
kota cantt (a)-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
jhadol (a)-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
tarpal (a)-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
udaipur daboke (a)-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
bikarni (a)-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
sainware (a)-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
udaipur (girwa)-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
sarara-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
bhim-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
kherwara-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
kumbhalgarh-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
amet-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
deogarh-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
vallabh nagar-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
mavli-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
lasadiya-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
salumber-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
phalasiya-udaipur,,udaipur,,
kotra-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
gogunda-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
railmagra-udaipur,,udaipur,"240 14"" N","750 57"" E"
nathdwara-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
rajsamand-udaipur,,udaipur,"240 07"" N","730 43"" E"
naglia *-udaipur,,udaipur,"240 50"" N","730 50"" E"
kanore *-udaipur,,udaipur,"240 17"" N","730 43"" E"
kewara-udaipur,,udaipur,,
paduna *-udaipur,,udaipur,"240 47"" N","730 49"" E"
som *-udaipur,,udaipur,"240 42"" N","730 54"" E"
khemli *-udaipur,,udaipur,"240 36"" N","740 08"" E"
rakhabdev *-udaipur,,udaipur,,
namana *-udaipur,,udaipur,,
chandra bhaga *-udaipur,,udaipur,,
bharai *-udaipur,,udaipur,,
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
sarara-5.6,105.0,5.6,"240 11"" N","730 55"" E"
bhim-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
kherwara--,105.0,-,"230 59"" N","730 36"" E"
rajsamand-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
dhariawad-udaipur,,udaipur,"240 50"" N","730 50"" E"
jhadol-udaipur,,udaipur,"240 50"" N","730 50"" E"
kotra (cantt)-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
jhadol (a)-udaipur,106.0,udaipur,,
tarpal (a)-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
udaipur-24556,106.0,24556,"240 55"" N","730 50"" E"
kumbhalgarh-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
amet-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
deogarh-udaipur,106.0,udaipur,,
vallabh nagar-udaipur,,udaipur,"240 24"" N","730 28"" E"
mavli-udaipur,106.0,udaipur,,
salumber-24677,106.0,24677,"250 10"" N","730 34"" E"
kotra-26,106.0,26,"250 34"" N","730 58"" E"
gogunda-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
railmagra-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
nathdwara-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
jaisamand-udaipur,,udaipur,,
kewara-udaipur,,udaipur,,
rakhabdev *-udaipur,106.0,udaipur,,
bagolia-udaipur,106.0,udaipur,,
paduna *-udaipur,106.0,udaipur,,
barawarda *-udaipur,106.0,udaipur,,
naglia *-udaipur,106.0,udaipur,,
ghasa-udaipur,406.0,udaipur,"240 38"" N","730 42"" E"
khemli *-udaipur,106.0,udaipur,,
vana *-udaipur,106.0,udaipur,,
som *-udaipur,106.0,udaipur,,
momer *-udaipur,106.0,udaipur,,
kurabar-udaipur,,udaipur,,
kanor-udaipur,,udaipur,,
babalwara--,,-,,
chandrabhaga--,,-,,
namana--,,-,,
bharai--,,-,,
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
sarara-5.6,105.0,5.6,"240 11"" N","730 55"" E"
bhim-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
kherwara--,105.0,-,"230 59"" N","730 36"" E"
rajsamand-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
dhariawad-udaipur,,udaipur,"240 50"" N","730 50"" E"
jhadol-udaipur,,udaipur,"240 50"" N","730 50"" E"
kotra (cantt)-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
jhadol (a)-udaipur,106.0,udaipur,,
tarpal (a)-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
udaipur-24556,106.0,24556,"240 55"" N","730 50"" E"
kumbhalgarh-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
amet-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
deogarh-udaipur,106.0,udaipur,,
vallabh nagar-udaipur,,udaipur,"240 24"" N","730 28"" E"
mavli-udaipur,106.0,udaipur,,
salumber-24677,106.0,24677,"250 10"" N","730 34"" E"
kotra-26,106.0,26,"250 34"" N","730 58"" E"
gogunda-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
railmagra-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
nathdwara-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
jaisamand-udaipur,,udaipur,,
kewara-udaipur,,udaipur,,
rakhabdev *-udaipur,106.0,udaipur,,
bagolia-udaipur,106.0,udaipur,,
paduna *-udaipur,106.0,udaipur,,
barawarda *-udaipur,106.0,udaipur,,
naglia *-udaipur,106.0,udaipur,,
ghasa-udaipur,406.0,udaipur,"240 38"" N","730 42"" E"
khemli *-udaipur,106.0,udaipur,,
vana *-udaipur,106.0,udaipur,,
som *-udaipur,106.0,udaipur,,
momer *-udaipur,106.0,udaipur,,
kurabar-udaipur,,udaipur,,
kanor-udaipur,,udaipur,,
babalwara--,,-,,
chandrabhaga--,,-,,
namana--,,-,,
bharai--,,-,,
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
sarara-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
bhim-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
kherwara-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
rajsamand-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
dhariawad-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
jhadol-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
kotra cantt (a)-udaipur,106.0,udaipur,,
jhadol (a)-udaipur,,udaipur,"240 24"" N","730 28"" E"
tarpal (a)-udaipur,106.0,udaipur,,
udaipur ( girwa )-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
kumbhalgarh-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
amet-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
deogarh-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
vallabh nagar-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
mavli-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
salumber-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
kotra-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
gogunda-udaipur,106.0,udaipur,,
railmagra-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
nathdwara-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
udaipur daboke (a)-udaipur,106.0,udaipur,,
vallabhnagar (agro)-udaipur,406.0,udaipur,"240 38"" N","730 42"" E"
jaisamand *-udaipur,106.0,udaipur,,
kewara *-udaipur,106.0,udaipur,,
rakhabdev *-udaipur,106.0,udaipur,,
bagolia*-udaipur,,udaipur,"240 50"" N","730 50"" E"
paduna *-udaipur,106.0,udaipur,,
barawarda *-udaipur,106.0,udaipur,,
naglia *-udaipur,106.0,udaipur,,
ghasa *-udaipur,106.0,udaipur,,
khemli *-udaipur,106.0,udaipur,,
vana *-udaipur,106.0,udaipur,,
som *-udaipur,106.0,udaipur,,
momer *-udaipur,106.0,udaipur,,
kurabar *-udaipur,106.0,udaipur,,
kanor *-udaipur,106.0,udaipur,,
babalwara *-udaipur,106.0,udaipur,,
chandrabhaga *-udaipur,106.0,udaipur,,
namana *-udaipur,106.0,udaipur,,
bharai *-udaipur,106.0,udaipur,"250 0"" N","740 05"" E"
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
sarara-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
bhim-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
kherwara-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
rajsamand-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
dhariawad-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
jhadol-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
kotra cantt (a)-udaipur,106.0,udaipur,,
jhadol (a)-udaipur,,udaipur,"240 24"" N","730 28"" E"
tarpal (a)-udaipur,106.0,udaipur,,
udaipur ( girwa )-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
kumbhalgarh-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
amet-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
deogarh-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
vallabh nagar-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
mavli-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
salumber-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
kotra-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
gogunda-udaipur,106.0,udaipur,,
railmagra-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
nathdwara-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
udaipur daboke (a)-udaipur,106.0,udaipur,,
vallabhnagar (agro)-udaipur,406.0,udaipur,"240 38"" N","730 42"" E"
jaisamand *-udaipur,106.0,udaipur,,
kewara *-udaipur,106.0,udaipur,,
rakhabdev *-udaipur,106.0,udaipur,,
bagolia*-udaipur,,udaipur,"240 50"" N","730 50"" E"
paduna *-udaipur,106.0,udaipur,,
barawarda *-udaipur,106.0,udaipur,,
naglia *-udaipur,106.0,udaipur,,
ghasa *-udaipur,106.0,udaipur,,
khemli *-udaipur,106.0,udaipur,,
vana *-udaipur,106.0,udaipur,,
som *-udaipur,106.0,udaipur,,
momer *-udaipur,106.0,udaipur,,
kurabar *-udaipur,106.0,udaipur,,
kanor *-udaipur,106.0,udaipur,,
babalwara *-udaipur,106.0,udaipur,,
chandrabhaga *-udaipur,106.0,udaipur,,
namana *-udaipur,106.0,udaipur,,
bharai *-udaipur,106.0,udaipur,"250 0"" N","740 05"" E"
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
sarara-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
bhim-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
kherwara-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
rajsamand-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
dhariawad-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
jhadol-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
kotra cantt (a)-udaipur,106.0,udaipur,,
jhadol (a)-udaipur,,udaipur,"240 24"" N","730 28"" E"
tarpal (a)-udaipur,106.0,udaipur,,
udaipur ( girwa )-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
kumbhalgarh-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
amet-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
deogarh-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
vallabh nagar-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
mavli-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
salumber-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
kotra-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
gogunda-udaipur,106.0,udaipur,,
railmagra-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
nathdwara-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
udaipur daboke (a)-udaipur,106.0,udaipur,,
vallabhnagar (agro)-udaipur,406.0,udaipur,"240 38"" N","730 42"" E"
jaisamand *-udaipur,106.0,udaipur,,
kewara *-udaipur,106.0,udaipur,,
rakhabdev *-udaipur,106.0,udaipur,,
bagolia*-udaipur,,udaipur,"240 50"" N","730 50"" E"
paduna *-udaipur,106.0,udaipur,,
barawarda *-udaipur,106.0,udaipur,,
naglia *-udaipur,106.0,udaipur,,
ghasa *-udaipur,106.0,udaipur,,
khemli *-udaipur,106.0,udaipur,,
vana *-udaipur,106.0,udaipur,,
som *-udaipur,106.0,udaipur,,
momer *-udaipur,106.0,udaipur,,
kurabar *-udaipur,106.0,udaipur,,
kanor *-udaipur,106.0,udaipur,,
babalwara *-udaipur,106.0,udaipur,,
chandrabhaga *-udaipur,106.0,udaipur,,
namana *-udaipur,106.0,udaipur,,
bharai *-udaipur,106.0,udaipur,"250 0"" N","740 05"" E"
udaipur (a)-udaipur,,udaipur,"240 35"" N","730 42"" E"
sarara-udaipur,105.0,udaipur,"240 11"" N","730 55"" E"
bhim-udaipur,106.0,udaipur,"250 45"" N","740 05"" E"
kherwara-udaipur,105.0,udaipur,"230 59"" N","730 36"" E"
rajsamand-udaipur,106.0,udaipur,"240 04"" N","730 53"" E"
dhariawad-udaipur,105.0,udaipur,"240 06"" N","740 28"" E"
jhadol-udaipur,106.0,udaipur,"240 24"" N","730 28"" E"
kotra cantt (a)-udaipur,106.0,udaipur,,
jhadol (a)-udaipur,,udaipur,"240 24"" N","730 28"" E"
tarpal (a)-udaipur,106.0,udaipur,,
udaipur ( girwa )-udaipur,106.0,udaipur,"240 35"" N","730 42"" E"
kumbhalgarh-udaipur,106.0,udaipur,"250 10"" N","730 34"" E"
amet-udaipur,106.0,udaipur,"250 19"" N","730 56"" E"
deogarh-udaipur,106.0,udaipur,"250 34"" N","730 58"" E"
vallabh nagar-udaipur,406.0,udaipur,"240 52"" N","740 00"" E"
mavli-udaipur,406.0,udaipur,"240 47"" N","730 59"" E"
salumber-udaipur,105.0,udaipur,"240 08"" N","740 03"" E"
kotra-udaipur,106.0,udaipur,"240 22"" N","730 10"" E"
gogunda-udaipur,106.0,udaipur,,
railmagra-udaipur,106.0,udaipur,"250 02"" N","740 08"" E"
nathdwara-udaipur,106.0,udaipur,"240 55"" N","730 50"" E"
udaipur daboke (a)-udaipur,106.0,udaipur,,
vallabhnagar (agro)-udaipur,406.0,udaipur,"240 38"" N","730 42"" E"
jaisamand *-udaipur,106.0,udaipur,,
kewara *-udaipur,106.0,udaipur,,
rakhabdev *-udaipur,106.0,udaipur,,
bagolia*-udaipur,,udaipur,"240 50"" N","730 50"" E"
paduna *-udaipur,106.0,udaipur,,
barawarda *-udaipur,106.0,udaipur,,
naglia *-udaipur,106.0,udaipur,,
ghasa *-udaipur,106.0,udaipur,,
khemli *-udaipur,106.0,udaipur,,
vana *-udaipur,106.0,udaipur,,
som *-udaipur,106.0,udaipur,,
